Car_ID,Brand,Model,Year,Kilometers_Driven,Fuel_Type,Transmission,Engine_CC,Owner_Type,Accident_History,Insurance_Status,Service_History,City,Color,Condition,Seller_Type,Original_Price_Lakh,Resale_Price_Lakh
CAR18671,Honda,Amaze,2025,85081,Petrol,Automatic,NA,First,0,Comprehensive,Partial,Bengaluru,Brown,Good,Individual,11.81,10.68
CAR18672,Hyundai,Verna,2024,36497,Diesel,CVT,998,First,0,Expired,Partial,Pune,Grey,Good,Individual,NA,10.43
CAR18673,Ford,Endeavour,2024,39116,CNG,CVT,1498,First,2,Comprehensive,Partial,Jaipur,Brown,Good,Individual,8.71,6.22
CAR18674,Ford,Aspire,2023,83193,Petrol,Manual,1199,First,2,Comprehensive,Complete,Ahmedabad,White,Good,Dealer,9.3,6.55
CAR18675,Hyundai,Creta,2020,36056,Electric,DCT,1498,First,2,Comprehensive,Complete,Mumbai,Brown,Fair,Individual,11.84,5.07
CAR18676,Ford,Figo,2017,NA,Electric,Manual,1995,Second,1,Third Party,Complete,Hyderabad,Grey,Fair,Dealer,5.79,1.81
CAR18677,Mahindra,Thar,2023,46032,Petrol,DCT,1197,NA,1,Comprehensive,NA,Nagpur,Blue,Good,Individual,9.68,7.28
CAR18678, Renault , Kiger ,2024,72484,Electric,Manual,799,First,0,Expired,Complete,Nashik,NA,Fair,individual,9.03,6.53
CAR18679,Volkswagen,NA,2021,174499,Electric,Manual,NA,Second,2,Comprehensive,Missing,Nashik,Silver,Fair,Individual,11.3,4.19
CAR18680,Honda,WR-V,2012,250000,Petrol,CVT,NA,NA,0,Third Party,Partial,Nashik,Black,NA,Individual,10.06,2.25
CAR18681,Hyundai,Creta,2012,57119,Petrol,Manual,1498,First,0,Third Party,Complete,Hyderabad,Brown,Good,Individual,10.14,2.27
CAR18682,Hyundai,Venue,2019,98212,Petrol,Manual,1197,Second,1,Comprehensive,Partial,Nashik,Brown,Excellent,Dealer,10.75,4.13
CAR18683,Ford,Aspire,2017,92808,Petrol,Automatic,NA,Second,2,Expired,Partial,Nagpur,Blue,Good,Individual,8.57,3.32
CAR18684,Maruti,WagonR,2019,45926,Diesel,Automatic,2179,First,0,Comprehensive,Complete,Jaipur,Blue,Good,Dealer,6.12,3.37
CAR18685,Nissan,Sunny,2019,41393,Petrol,Manual,1497,Fourth,0,Third Party,Partial,Bengaluru,Silver,Fair,Dealer,10.34,3.24
CAR18686,Kia,Carens,2022,48381,Electric,Manual,998,First,0,Third Party,Complete,Pune,Blue,Good,Individual,10.41,7.0
CAR18687,Skoda,Kushaq,2025,121955,Electric,Automatic,998,First,0,Comprehensive,Partial,Ahmedabad,Red,Good,Dealer,10.47,8.96
CAR18688,Tata,Altroz,2019,47173,Petrol,Manual,2755,NA,0,Comprehensive,Complete,Jaipur,Black,Fair,Dealer,11.82,4.81
CAR18689,Tata,Harrier,2021,57414,Diesel,Automatic,2179,First,1,Third Party,Complete,Chennai,Grey,Good,Individual,11.32,7.14
CAR18690,Hyundai,Creta,2018,43493,Diesel,Manual,799,First,0,Comprehensive,Missing, Aurangabad ,Brown,Good,Individual,10.28 L,4.33
CAR18691,Volkswagen,Taigun,2018,81075,Diesel,Manual,2393,Second,NA,Comprehensive,Complete,Delhi,Black,Fair,Individual,NA,3.57
CAR18692,Mahindra,XUV700,2021,59911,Petrol,Automatic,1197,First,0,Comprehensive,Partial,Mumbai,White,Fair,Individual,10.64,5.66
CAR18693,Volkswagen,Vento,2015,31672,Petrol,CVT,2393,Fourth,0,Third Party,Partial,Pune,Blue,Fair,Individual,11.7,2.84
CAR18694,Hyundai,Santro,2020,32281,Petrol,Automatic,2755,Second,0,Third Party,Missing,Nagpur,Grey,Good,Dealer,6.3,3.47
CAR18695,Volkswagen,Taigun,2023,18321,Petrol,NA,NA,Third,0,Comprehensive,Complete,Nashik,Grey,Good,Individual,11.3,7.19
CAR18696,Honda,City,2013,34817,Electric,Automatic,799,First,0,Comprehensive,Partial,Ahmedabad,Silver,Fair,Dealer,11.65,2.74
CAR18697,Volkswagen,Taigun,2022,85115,NA,CVT,998,First,0,Third Party,Partial,Nagpur,White,Poor,Dealer,10.83,4.13
CAR18698,Ford,Aspire,2020,113909,Petrol,Automatic,1498,First,2,Third Party,Complete,Pune,White,Excellent,Individual,10.68,5.36
CAR18699,Ford,Figo,2021,80189,Diesel,Automatic,2179,Second,2,Third Party,Complete,Bengaluru,White,Fair,Dealer,4.8,1.37
CAR18700,Mahindra,XUV700,2014,74617,NA,DCT,2179,First,0,Comprehensive,Partial,Mumbai,Silver,Good,Dealer,11.71 L,3.24
CAR18701,Honda,Amaze,2025,51302,Petrol,Automatic,NA,Third,0,Expired,Complete,Hyderabad,Black,Fair,Dealer,12.36,8.41
CAR18702,Kia,Seltos,2024,84228,Diesel,AMT,1197,First,0,Comprehensive,NA,Mumbai,Red,Good,Dealer,11.27,7.53
CAR18703,Maruti,Brezza,2013,64378,Diesel,Automatic,998,Third,0,Comprehensive,Partial,Ahmedabad,Black,Good,Individual,10.52,2.58
CAR18704,Nissan,Kicks,2024,148380,Petrol,Manual,799,First,0,Comprehensive,Complete,Pune,Blue,Fair,Individual,8.24,4.66
CAR18705,Honda,City,2015,52101,Petrol,Manual,2755,First,0,Expired,Complete,Nagpur,Black,Good,Individual,12.51,3.16
CAR18706,Toyota,Urban Cruiser,2016,115121,Petrol,Automatic,2755,Fourth,0,Comprehensive,Complete,Nashik,Brown,Good,Dealer,13.88,3.37
CAR18707,Renault,Duster,2013,88951,Diesel,Manual,2179,Third,1,Third Party,Partial,Aurangabad,Brown,Good,Individual,9.76,2.4
CAR18708,Nissan,Kicks,2024,82419,Diesel,Manual,1497,Third,0, Comprehensive ,Missing,Nashik,Brown,Good,Dealer,8.14,5.04
CAR18709,Hyundai,Creta,2012,18192,Petrol,Manual,1197,Second,0,Comprehensive,NA,Bengaluru,Grey,Fair,Individual,8.61,1.74
CAR18710,Nissan,Magnite,2021,91687,Petrol,CVT,2393,Third,2,Comprehensive,Complete,Nagpur,Black,Fair,Individual,10.23,4.47
CAR18711,Toyota,Innova,2022,51275,CNG,CVT,NA,Second,0,Third Party,NA,Hyderabad,Grey,Good,Dealer,14.54,8.71
CAR18712,Mahindra,XUV500,2016,43084,Electric,Manual,2755,Second,0,Comprehensive,Partial,Kolkata,Blue,Good,Individual,12.16,4.76
CAR18713,Toyota,Glanza,2020,24330,CNG,Automatic,1497,Second,2,Comprehensive,Partial,Pune,Silver,Good,Individual,13.76,7.08
CAR18714,Ford,NA,2023,54831,Petrol,Manual,2755,Second,1,Comprehensive,Complete,Chennai,Brown,Good,Individual,9.28,5.57
CAR18715,Volkswagen,Vento,2023,56024,Diesel,Automatic,1197,Second,0,Third Party,Complete,Delhi,Brown,Excellent,Dealer,11.44,9.06
CAR18716, Maruti ,Ciaz,2016,26861,NA,Manual,2179,Second,0,Comprehensive,Complete,Hyderabad,Blue,Good,Dealer,10.2,3.54
CAR18717,Tata,Punch,2023,24459,cng,Automatic,799,First,NA,Comprehensive,Complete,Bengaluru,Red,Excellent,Individual,9.76,8.27
CAR18718,Hyundai,Creta,2022,71878,CNG,NA,799,Second,1,Comprehensive,Complete,Aurangabad,Blue,Good,Individual,9.77,5.27
CAR18719,Nissan,Sunny,2021,88834,Petrol,Automatic,1197 cc,FIRST,NA,Comprehensive,Complete,Jaipur,NA,Fair,Individual,8.86,4.67
CAR18720,Tata,Nexon,2020,61068,Petrol,Manual,1498,Second,0,Third Party,Complete,Aurangabad,White,Excellent,Individual,10.4,5.2
CAR18721,Volkswagen,Polo,2025,103574,Petrol,Manual,2755,First,1,Comprehensive,Missing,Jaipur,black,Good,Dealer,12.42,8.81
CAR18722,Ford,Endeavour,2024,52447,Petrol,CVT,998,Third,1,Third Party,Complete,Delhi,Black,Good,Dealer,9.29,5.96
CAR18723,Ford,Aspire,2023,53380,Electric,Manual,799,Second,NA,Comprehensive,Partial,Nashik,Grey,Good,Dealer,9.01,5.73
CAR18724,Volkswagen,Polo,2021,33213,Petrol,Manual,1995,Second,0,ThirdParty,Complete,Mumbai,Brown,Fair,Individual,11.46,5.33
CAR18725,Hyundai,Grand i10,2017,23317,Petrol,Manual,2755,First,0,Third Party,Partial,Bengaluru,White,Good,Dealer,10.1,3.83
CAR18726,Tata,Punch,2014,152535,CNG,Manual,2393,Third,0,NA,Missing,Aurangabad,Blue,Good,Dealer,10.58,2.6
CAR18727,Honda,City,2015,102467,Petrol,Automatic,2179,First,0,Comprehensive,Complete,Delhi,Blue,Excellent,Dealer,11.45,3.3
CAR18728,Ford,Figo,2015,25570,Petrol,Manual,2393,NA,0,Comprehensive,Complete,Mumbai,White,NA,Dealer,4.85,1.03
CAR18729,Tata,Harrier,2012,59919,Petrol,Manual,799,Second,0,Comprehensive,Partial,Delhi,Black,Good,Individual,9.43,1.87
CAR18730,Kia,Sonet,2014,52055,Diesel,Manual,1197,First,1,Comprehensive,Complete,Kolkata,Brown,Excellent,Individual,11.72,4.33
CAR18731,Nissan,Kicks,2014,47306,NA,Manual,1497 cc,Third,0,Comprehensive,Partial,Ahmedabad,Silver,Good,Individual,8.29,2.16
CAR18732,Tata,NA,2024,43920,Diesel,Automatic,1597,First,1,Comprehensive,Complete,Pune,Red,Fair,Dealer,11.13,7.91
CAR18733,Kia,Seltos,2025,67831,Petrol,NA,2393,First,0,NA,Complete,Delhi,Blue,Good,dealer,12.77,10.3
CAR18734,Kia,Carens,2012,86256,Diesel,Manual,1199,First,0,Comprehensive,Missing,Ahmedabad,White,Good,Individual,10.12,1.99
CAR18735,Ford,Endeavour,2024,68624,Petrol,Automatic,1498,Third,0,Comprehensive,Partial,Kolkata,Silver,NA,Individual,10.98,8.52
CAR18736,Hyundai,NA,2020,51472,CNG,AMT,799,Second,0,Expired,Complete,Pune,Black,Poor,Dealer,9.76,3.4
CAR18737,mahindra,Thar,2022,50443,Petrol,Manual,1199,Third,0,Comprehensive,NA,Nagpur,White,Good,Dealer,9.23,5.4
CAR18738,Ford,EcoSport,2012,92072,Petrol,Automatic,NA,First,0,NA,Complete,Delhi,White,excellent,Dealer,10.61,2.5
CAR18739,Nissan,Sunny,2020,70967,Diesel,Automatic,1497 cc,First,0,Comprehensive,Complete,Pune,Silver,Excellent,Dealer,8.78,6.06
CAR18740,Nissan,Magnite,2012,NA,Petrol,Automatic,1995,Second,0,Comprehensive,Complete,Nashik,White,Good,Individual,7.39,1.62
CAR18741,Hyundai,Verna,2013,53924,Petrol,CVT,799,First,1,Third Party,Complete,Chennai,Silver,Good,Dealer,9.41 L,2.1
CAR18742,Hyundai,Verna,2013,66501,CNG,Manual,2393,NA,1,Third Party,Complete,Bengaluru,Blue,Excellent,Dealer,10.61,2.36
CAR18743,Toyota,Innova,2025,42510,Petrol,Manual,2179,First,0,Comprehensive,Complete,Kolkata,Silver,Excellent,Individual,14.91,14.04
CAR18744,Volkswagen,Polo,2017,86416,Diesel,Automatic,1199,First,1,Third Party,Complete,Hyderabad,Blue,Good,Dealer,10.8,3.87
CAR18745,Volkswagen,Taigun,2018,30435,Petrol,Manual,2179,First,2,Third Party,Partial,Kolkata,Silver,Fair,Individual,11.47,4.2
CAR18746,Nissan,Sunny,2022,43861,CNG,MANUAL,1995,First,0,Comprehensive,NA,Chennai,Black,Excellent,Individual,9.38,6.26
CAR18747,Volkswagen,Polo,2012,76971,Electric,CVT,1995,First,1,Third Party,Complete,Jaipur,Black,Excellent,Individual,11.48,3.29
CAR18748,Renault,Kwid,2014,29495,Petrol,Automatic,998,Third,0,Third Party,Complete,Chennai,Red,Good,Individual,4.55,1.64
CAR18749,Skoda,Kushaq,2013,23154,Diesel,Manual,1197,Third,0,Comprehensive,NA,Delhi,Black,Good,Dealer,11.66,3.04
CAR18750,Ford,NA,2019,56941,Petrol,Manual,2393,Second,0,Third Party,Complete,Kolkata,Silver,NA,Dealer,10.39,4.63
CAR18751,Hyundai,Creta,2020,21634,CNG,Manual,2179,First,NA,Expired,Complete,Ahmedabad,Brown,Good,Dealer,10.41,4.71
CAR18752,Toyota,Innova,2024,26923,Petrol,Manual,1197,First,2,Third Party,Partial,Pune,White,Fair,Individual,14.51,9.4
CAR18753,Kia,Seltos,2013,83384,Diesel,AMT,1995,Second,0,Comprehensive,Complete,Jaipur,Red,Good,Individual,13.07,3.46
CAR18754,Mahindra,Scorpio,2013,49141,Diesel,DCT,1497,Second,0,Comprehensive,Complete,Kolkata,red,Excellent,Dealer,10.9,2.86
CAR18755,Mahindra,XUV700,2021,111536,Petrol,Automatic,1597,third,NA,Expired,Partial,Kolkata,White,Excellent,Individual,10.99,5.46
CAR18756,Kia,Carens,2020,28351,Petrol,Manual,1199,Third,1,Comprehensive,Partial,Bengaluru,Black,Good,Individual,11.92,5.42
CAR18757,Tata,Altroz,2025,52230,Petrol,AMT,1995,NA,1,Third Party,Missing,Hyderabad,Red,Fair,Individual,10.87,7.85
CAR18758,Tata,Safari,2015,68518,CNG,CVT,1199,Fourth,0,Expired,Complete,Jaipur,White,Good,Individual,11.31,2.2
CAR18759,Volkswagen,Vento,2016,28891,Petrol,DCT,1497,First,0,Comprehensive,Complete,Nashik,Black,Good,Individual,11.13,4.07
CAR18760,Ford,Aspire,2024,97008,Diesel,Automatic,799,Second,0,Comprehensive,Complete,Chennai,Silver,Good,Individual,8.89,6.91
CAR18761,renault,Kwid,2022,72835,Petrol,Automatic,2393,Second,0,Comprehensive,Complete,Hyderabad,Brown,Excellent,Dealer,NA,3.16
CAR18762,Toyota,Fortuner,2020,22696,Petrol,Automatic,NA,Second,2,Comprehensive,Missing,Mumbai,NA,Good,Individual,13.3,6.15
CAR18763,Mahindra,Scorpio,2017,53870,Diesel,Manual,1597,Second,0,Third Party,Complete,Hyderabad,Silver,Fair,Dealer,10.13,3.58
CAR18764,Skoda,Slavia,2021,68006,CNG,Automatic,2755,Third,0,Third Party,Missing,Chennai,Red,Excellent,Dealer,11.57,6.12
CAR18765,Nissan,magnite,2023,39k,Diesel,Automatic,1497,Second,1,Comprehensive,Missing,Jaipur,Black,NA,Individual,8.54,7.1
CAR18766,Volkswagen,Polo,2020,NA,CNG,Automatic,1498,Second,0,Third Party,Partial,Mumbai,NA,Fair,Dealer,12.78,6.27
CAR18767,Maruti,Baleno,2020,64102,Diesel,NA,799,NA,0,Expired,Complete,Jaipur,NA,Good,Dealer,8.79,5.2
CAR18768,volkswagen,Vento,2018,185585,Diesel,Automatic,1995,Third,0,Expired,Complete,Chennai,Black,NA,Individual,11.84,3.85
CAR18769,Nissan,NA,2025,44455,Petrol,Automatic,NA,Fourth,0,Comprehensive,Complete,Mumbai,Red,Good,Dealer,7.98,6.01
CAR18770,Maruti,Swift,2023,130375,Electric,Manual,2755,Second,1,Third Party,Partial,Ahmedabad,Grey,Excellent,Dealer,9.83,6.12
CAR18771,Honda,Amaze,2021,NA,Diesel,CVT,1497,Fourth,0,Third Party,Complete,Delhi,Silver,Good,Dealer,10.35,4.99
CAR18772,Hyundai,Verna,2020,61922,Diesel,Automatic,2393,First,2,Third Party,Complete,Pune,Red, Good ,Individual,11.85,5.73
CAR18773,Skoda,Slavia,2016,84071,Diesel,Automatic,1597,NA,0,NA,NA,nashik,Red,Excellent,Dealer,11.29,3.22
CAR18774,Kia,Sonet,2016,54746,Petrol,Manual,NA,First,2,Comprehensive,Complete,Hyderabad,White,Fair,Individual,11.72,3.09
CAR18775,Hyundai,Grand i10,2023,46692,Petrol,CVT,1199,First,0,Comprehensive,Complete,Hyderabad,White,Good,Individual,11.01,7.16
CAR18776,Volkswagen,Polo,2019,81998,Petrol,Automatic,1498,Second,0,Comprehensive,Complete,Ahmedabad,Grey,Good,Dealer,11.79,5.19
CAR18777,Hyundai,NA,2021,155653,Diesel,automatic,998,Second,0,Third Party,Complete,Delhi,Brown, Good ,Dealer,11.04,5.18
CAR18778,Toyota,Glanza,2015,64887,Petrol,DCT,1199,Second,1,Comprehensive,Complete,Nashik,Blue,Good,Dealer,13.69,3.52
CAR18779,Honda,NA,2020,41409,Petrol,CVT,1497,First,0,Comprehensive,Complete,Nashik,Brown,Good,Individual,12.54,6.33
CAR18780,Renault,Duster,2018,49549,Electric,Automatic,NA,Fourth,0,Expired,Complete,Bengaluru,Silver,NA,Individual,8.41,3.69
CAR18781,Honda,Jazz,2018,219899,Diesel,Manual,2179,First,0,Comprehensive,NA,Ahmedabad,Silver,Good,Individual,11.82,3.68
CAR18782,Nissan,Sunny,2024,59236,Petrol,NA,NA,Second,0,NA,Complete,Aurangabad,Black,Excellent,Dealer,9.33,7.69
CAR18783,Mahindra,XUV700,2014,39662,CNG,DCT,1199,Third,1,Comprehensive,Complete,Chennai,White,Excellent,Individual,9.55,2.52
CAR18784,Toyota,Fortuner,2015,29298,Petrol,Manual,1498,Third,2,Third Party,Complete,Aurangabad,Grey,Fair,Individual,13.99,2.66
CAR18785,Skoda,Kushaq,2018,20147,Diesel,Manual,1597,Second,0,Comprehensive,Complete,Bengaluru,White,Good,Dealer,NA,4.2
CAR18786,Hyundai,Verna,2022,67175,Diesel,Automatic,799,NA,0,Comprehensive,complete,Hyderabad,Red,Good,Dealer,NA,5.21
CAR18787,Skoda,Rapid,2022,78837,Petrol,Manual,799,First,0,Third Party,Complete,Ahmedabad,Brown,Good,Individual,11.63,6.49
CAR18788,Nissan,Magnite,2025,44218,Petrol,Manual,1199,First,0,Third Party,Missing,Nashik,Brown,Good,Dealer,8.53,6.95
CAR18789,Renault,Duster,2016,54549,Petrol,Automatic,1197,First,0,Third Party,Complete,Ahmedabad,Silver,Good,Dealer,8.43,3.07
CAR18790,Hyundai,Verna,2023,28892,Petrol,DCT,2393,Second,NA,Expired,Partial,Ahmedabad,NA,Excellent,Dealer,10.73,8.54
CAR18791,Ford,Aspire,2014,59171,Petrol,Manual,1199,Second,0,Comprehensive,Complete,Pune,Grey,Good,Individual,8.26,2.24
CAR18792,Ford,Aspire,2012,71675,Electric,CVT,2179,First,5,Comprehensive,Partial,Pune,Brown,Fair,Individual,11.34,2.22
CAR18793,Tata,NA,2018,40976,Petrol,CVT,998,Second,0,Comprehensive,Partial,Kolkata,Brown,Good,Individual,9.37,3.55
CAR18794,Honda,Jazz,2017,139363,CNG,CVT,1199,First,0,Comprehensive,NA,Ahmedabad,Blue,Fair,Individual,10.85,2.14
CAR18795,Renault,Kwid,2021,34706,Diesel,Manual,1597,First,NA,Third Party,Complete,Aurangabad,Brown,Excellent,Dealer,5.35,3.15
CAR18796,Ford,Aspire,2018,64279,Diesel,Automatic,998,Third,1,Expired,Missing,Pune,Silver,Good,Individual,9.19,3.5
CAR18797,Tata,Punch,2025,87698,Petrol,Manual,1995,Third,1,Third Party,Complete,Pune,Red,Good,Individual,9.96,7.02
CAR18798,Toyota,Innova,2013,52710,Petrol,DCT,2393,First,1,Comprehensive,Complete,Nashik,Red,Excellent,Individual,15.56,4.26
CAR18799,Skoda,Kushaq,2024,49584,Diesel,Automatic,1199,Second,1,Third Party,NA,Delhi,Black,Excellent,Dealer,9.7,8.0
CAR18800,Renault,Kwid,2023,25064,CNG,Manual,2179,First,1,Comprehensive,Missing,Mumbai,Black,Excellent,Dealer,5.4,4.25
CAR18801,Tata,Nexon,2015,116k,Petrol,Manual,799,First,1,Third Party,Partial,Aurangabad,Grey,Good,Dealer,9.88,3.19
CAR18802,Kia,Sonet,2013,50093,Diesel,Manual,1597,First,0,Comprehensive,Partial,Nagpur,Red,NA,Dealer,12.32,3.25
CAR18803,Skoda,Slavia,2019,73912,Petrol,DCT,NA,First,0,Comprehensive,Missing,Nagpur,Black,Excellent,Individual,10.2,5.56
CAR18804,Renault,Duster,2018,79625,Petrol,Automatic,2755,NA,0,Comprehensive,Partial,Hyderabad,Red,Excellent,Individual,10.1,4.38
CAR18805,Volkswagen,Polo,2012,38930,Diesel,Automatic,2393,first,0,Third Party,Complete,Jaipur,Black,Good,Dealer,13.2,2.79
CAR18806,Skoda,Slavia,2013,49337,Diesel,Manual,2755,First,0,Comprehensive,Complete,Nashik,White,Good,Dealer,11.69,2.43
CAR18807,Tata,Nexon,2013,114582,Petrol,CVT,2179,First,NA,Third Party,Complete,Kolkata,Silver,FAIR,Dealer,10.6,2.05
CAR18808,Hyundai,Verna,2015,29751,Petrol,Automatic,2393,First,0,Third Party,Complete,Jaipur,Blue,Good,Dealer,11.8,4.58
CAR18809,Volkswagen,Polo,2014,177272,NA,CVT,2393,Second,1,Expired,Complete,Bengaluru,Brown,Excellent,Individual,11.83,2.48
CAR18810,Kia,Carens,2012,36512,Electric,Manual,799,Second,1,Comprehensive,Complete,Ahmedabad,Brown,Excellent,Dealer,12.55,2.82
CAR18811,Nissan,Sunny,2023,28748,Petrol,Automatic,1197,First,0,Third Party,Complete,Mumbai,Red,Good,Individual,7.72,6.63
CAR18812,Ford,Figo,2025,59151,Petrol,Manual,1597,Second,0,Third Party,Partial,Pune,Grey,Good,Dealer,3.59,2.98
CAR18813,Maruti,Brezza,2013,185290,Petrol,Manual,NA,First,1,Comprehensive,Complete,hyderabad,Blue,Good,Individual,8.8,1.78
CAR18814,Tata,Nexon,2022,19226,Petrol,Manual,1497,First,0,Comprehensive,Complete,Bengaluru,Blue,Good,Individual,NA,7.39
CAR18815,Toyota,Glanza,2020,50895,CNG,Manual,1498,First,0,Comprehensive,Partial,Hyderabad,NA,Good,Dealer,13.76,6.99
CAR18816,Tata,Harrier,2024,71470,NA,Manual,1197,Second,1,Comprehensive,Missing,Delhi,Blue,Fair,Individual,10.42,6.13
CAR18817,Maruti,WagonR,2012,56027,Diesel,Automatic,1498,First,0,Comprehensive,Partial,Bengaluru,Grey,NA,Dealer,NA,1.36
CAR18818,Kia,Carens,2020,67856,Petrol,Manual,NA,Second,0,Third Party,NA,Nagpur,Grey,Good,Individual,10.6,5.1
CAR18819,Kia,Carens,2018,37055,Diesel,Automatic,1498,First,1,Comprehensive,Complete,Aurangabad,Silver,Good,Dealer,11.23,5.41
CAR18820,Volkswagen,Taigun,2013,39546,Petrol,Manual,1498,FIRST,0,Comprehensive,Complete,Delhi,Red,Poor,Individual,11.73,2.2
CAR18821,Nissan,Kicks,2013,50688,CNG,AUTOMATIC,1199,Second,0,Expired,Complete,Nashik,Grey,Fair,Individual,8.5,2.58
CAR18822,Renault,Kiger,2016,29544,Petrol,Manual,799 cc,Second,1,Comprehensive,Partial,Bengaluru,Silver,Excellent,Individual,9.29,3.11
CAR18823,Toyota,Glanza,2024,53664,Diesel,Automatic,1197,First,0,Comprehensive,Complete,Mumbai,White,Good,Individual,13.43,11.76
CAR18824,Volkswagen,Polo,2016,44412,CNG,Manual,NA,First,0,Comprehensive,Complete,Pune,Brown,Good,Dealer,13.41,3.66
CAR18825,Nissan,Kicks,2015,42470,Diesel,Manual,NA,Second,0,Third Party,NA,Hyderabad,White,Good,Dealer,9.29,2.95
CAR18826,Toyota,Fortuner,2023,65602,Petrol,Automatic,1597,NA,0,Comprehensive,Partial,Bengaluru,Silver,Fair,Dealer,14.53,8.15
CAR18827,Toyota,NA,2021,20205,Electric,Manual,998,First,1,Comprehensive,Partial,Ahmedabad,Blue,Excellent,Individual,13.07,9.25
CAR18828,Maruti,WagonR,2021,48488,Petrol,CVT,1199,First,0,Comprehensive,Partial,Bengaluru,Black,Excellent,Individual,5.56,3.86
CAR18829,Volkswagen,Taigun,2024,NA,Electric,DCT,1498,Second,0,Comprehensive,Complete,Hyderabad,Silver,Good,Individual,11.26,6.92
CAR18830,Toyota,Fortuner,2023,30264,Petrol,Automatic,1497,First,0,Comprehensive,Missing,Hyderabad,Red,Good,Individual,13.49,10.12
CAR18831,Mahindra,Thar,2014,NA,Petrol,Manual,1498,Third,0,Comprehensive,Partial,Mumbai,black,Excellent,Dealer,11.12,2.22
CAR18832,Nissan,Sunny,2015,56678,Petrol,Automatic,1497,NA,1,NA,Complete,Chennai,Red,NA,Individual,8.96,1.68
CAR18833,Maruti,Brezza,2021,39476,Petrol,Automatic,2179,Fourth,1,NA,Partial,Nashik,Brown,Excellent,Individual,9.71,5.07
CAR18834,Skoda,Kushaq,2015,26601,Petrol,Manual,2755,Third,0,Third Party,Complete,Pune,Grey,Good,Individual,11.73,3.22
CAR18835,Kia,Sonet,2013,59391,Petrol,NA,998,Fourth,0,NA,Complete,Nagpur,White,Good,Individual,11.71 L,2.2
CAR18836,Maruti,Ciaz,2016,122327,Electric,Manual,1199,Third,0,Comprehensive,Partial,Delhi,Black,Good,Individual,9.2,3.01
CAR18837,Skoda,Slavia,2016,44401,Diesel,Manual,NA,First,0,Third Party,Complete,Chennai,Red,Good,Dealer,9.21,3.21
CAR18838,Hyundai,Santro,2016,52604,Petrol,Automatic,1597,First,0,Comprehensive,Missing,Delhi,Brown,Excellent,Individual,5.39,2.4
CAR18839,Hyundai,Verna,2022,95874,Petrol,CVT,799,First,1,Third Party,NA,Jaipur,Red,Good,Individual,9.42,5.21
CAR18840,Toyota,Fortuner,2022,66341,Diesel,NA,NA,First,0,Comprehensive,Complete,Mumbai,Black,Excellent,Dealer,14.9,9.86
CAR18841,Volkswagen,Vento,2021,23163,Petrol,Manual,2393,First,0,Expired,Complete,Bengaluru,White,Fair,Individual,11.5,5.75
CAR18842,Kia,NA,2012,58074,CNG,Manual,2393,Third,0,Third Party,Complete,Bengaluru,Red,Good,Individual,12.43,1.99
CAR18843,Maruti,Swift,2017,126350,Diesel,Manual,2179,Third,0,Expired,Partial,Aurangabad,Red,Good,Individual,9.39,3.26
CAR18844,Volkswagen,Taigun,2022,53893,Diesel,Manual,998,First,0,Comprehensive,Complete,Mumbai,Grey,Excellent,Individual,10.95,7.61
CAR18845,Maruti,Dzire,2013,12176,Diesel,Manual,799,Second,0,Comprehensive,Complete,Aurangabad,White,Good,Dealer,9.72,2.46
CAR18846,Maruti,WagonR,2018,68091,Diesel,Manual,2755,First,0,Expired,Complete,Aurangabad,Silver,Good,Individual,6.76,3.11
CAR18847,Mahindra,XUV700,2015,49312,Petrol,Automatic,2755,First,0,Third Party,Partial,Kolkata,Black,Excellent,Individual,12.12 L,4.3
CAR18848,Hyundai,Grand i10,2016,20112,Petrol,Automatic,2755,First,0,Comprehensive,Partial,Hyderabad,White,Fair,Individual,11.08,3.37
CAR18849,Maruti,Brezza,2016,21840,Petrol,NA,2393,THIRD,1,Third Party,Partial,Aurangabad,White,Good,Individual,10.4,2.94
CAR18850,Mahindra,Scorpio,2016,94032,Diesel,NA,1197,Third,2,Comprehensive,Partial,Aurangabad,Grey,Good,Dealer,9.19,3.11
CAR18851,Hyundai,Creta,2013,36764,Petrol,Manual,1498,First,0,Third Party,Complete,Chennai,Black,Excellent,Dealer,10.79,3.1
CAR18852,Mahindra,XUV500,2016,33388,Diesel,AMT,1597,First,NA,Comprehensive,Complete,Bengaluru,Silver,Fair,Dealer,9.74,2.53
CAR18853,Volkswagen,Taigun,2014,53932,Petrol,Manual,NA,Second,0,Expired,Complete,Chennai,NA,Good,Dealer,11.88,3.19
CAR18854,Renault,Kiger,2015,38591,Petrol,Automatic,1995,Second,2,Comprehensive,Complete,Jaipur,Grey,Good,Individual,8.66,2.79
CAR18855,Hyundai,Grand i10,2024,58111,Petrol,Manual,1199 cc,Second,2,Comprehensive,Complete,Ahmedabad,White,Good,Individual,10.82,7.97
CAR18856,Skoda,Slavia,2013,49197,Diesel,Manual,1995,Fourth,0,Third Party,Partial,Kolkata,Silver,Good,Individual,12.27,2.88
CAR18857,Ford,Figo,2015,28426,CNG,Manual,1597,First,0,Expired,Partial,Chennai,Grey,Good,Dealer,4.07,1.43
CAR18858,Renault,Kwid,2024,41519,Diesel,NA,2755,First,0,NA,Complete,Nashik,Silver,Poor,Dealer,NA,3.07
